Rank,Team,Current_AdjEM,AdjO,AdjD,AdjT,Games,Preseason_AdjEM,SurpriseZ,CollapseFactor,FinalPreseasonWeight,Blended_AdjEM,RQ,RQ_Win_Avg,RQ_Loss_Avg,RQ_Wins_N,RQ_Losses_N,Consistency,Volatility_z,Swing_z,Rank.1,SOS,Road_Pct,Q1_W,Q1_L,Q2_W,Q2_L,Q3_W,Q3_L,Q4_W,Q4_L,T100_W,T100_L,StrengthAdjust,TopPerf,BadBeat,StrengthAdjust_z,StrengthAdjust_n,Venue_AdjEM_Home,Venue_AdjEM_AwayNeutral,Venue_AdjEM_AN_minus_Home,Venue_AdjEM_Home_N,Venue_AdjEM_AwayNeutral_N,Conference,ADJEM,Selection_Score,AQ,Bid_Type,Overall_Rank,Seed
15,Vanderbilt,27.005280809785944,121.8,94.8,73.1,20,13.05,2.325880134964324,0.2965418143027966,1.1861672572111863,26.223955100383677,4.6398519891354955,0.3205740105785915,-0.2699687302335208,17,3,21.194997476071823,1.5311578018484109,1.634147166562051,15,7.96,0.8,6,3,4,0,2,0,5,0,8,3,-0.7687997899563594,1.920117328236888,2.6889171181932476,-0.0698908899960326,20,3.2209902224062223,0.3151419552251067,-2.9058482671811157,10,10,SEC,27.005280809785944,172.46412773816698,False,At-Large,11,3
8,Houston,29.89190063179022,120.0,90.1,67.0,19,27.43,0.4103167719650369,0.8817935036942061,3.527174014776824,29.506430535553687,4.441866702675995,0.2861554745875079,-0.2113881826558203,17,2,28.83324574341147,1.2198837153957869,1.315667243046496,8,7.12,0.778,4,2,4,0,4,0,5,0,9,2,-3.001184747568896,1.1613989668670877,4.162583714435984,-0.2728349770517178,19,4.314535213279723,-1.4201180179861583,-5.531616280052718,10,9,B12,29.89190063179022,168.8862650199293,True,Auto,12,3
12,Kansas,27.966816788532952,119.8,91.8,69.4,20,21.87,1.0161361314221586,0.7504091853841494,3.0016367415365974,27.171202568357455,3.874284168725497,0.3518508933581981,-0.2806958463294953,15,5,23.927277462635125,1.3294246854245362,1.6362802053731738,12,12.93,0.636,4,5,6,0,1,0,4,0,10,5,-7.467564181824718,-0.5221539189754417,6.9454102628492755,-0.6788694710749744,20,5.068797149905069,-2.9158488560875484,-7.73516161188887,9,11,B12,27.966816788532952,161.03528756690332,False,At-Large,13,4
14,Texas Tech,26.505354052473976,123.1,96.6,69.9,20,24.7,0.3008923420789961,0.8978592437742089,3.5914369750968356,26.23051639404561,4.65178543148652,0.3341889061379582,-0.1738092666802038,16,4,27.344757863085235,1.2682506162639666,1.3782496279255565,14,13.5,0.556,6,4,1,0,5,0,4,0,8,4,-1.857782425349052,0.0118572214012907,1.8696396467503429,-0.1688893113953683,20,2.222576992862734,-1.5655344216894722,-3.597944399120101,11,9,B12,26.505354052473976,155.02711165733726,False,At-Large,14,4
17,BYU,26.258378251319485,120.7,94.5,73.5,20,23.55,0.451396375219914,0.8752180713969846,3.5008722855879384,25.854917211928697,4.067041811149972,0.2689302173271082,-0.1682572944702908,17,3,28.483929637106527,1.1332391442721783,1.5010368594538854,17,8.97,0.75,3,3,5,0,4,0,5,0,8,3,-2.6125045796667634,1.770809870253332,4.383314449920095,-0.2375004163333421,20,5.472919772211378,-2.300235771025819,-6.861002247868634,12,8,B12,26.258378251319485,150.32577701491186,False,At-Large,15,4
16,Virginia,26.8245880477306,121.0,94.2,67.9,19,12.03,2.465764674621767,0.2547101422527228,1.0188405690108917,26.071631029422303,3.5421353571095207,0.3052327084945178,-0.447195992934255,16,3,23.052649469804734,1.3356928668734198,1.7313975635701646,16,6.38,0.75,4,2,3,1,3,0,6,0,8,3,1.5578906882831478,2.412968663105615,0.8550779748224672,0.1416264262075589,19,2.6162020703881885,1.011368321164869,-1.248078921443112,11,8,ACC,26.8245880477306,145.33934689917436,False,At-Large,16,4
13,Florida,27.584399389468004,120.5,92.9,72.0,20,23.9,0.6140665649113343,0.8460434310811706,3.3841737243246826,27.05119057265249,2.5610839846114892,0.3088314304249114,-0.2937593402228784,14,6,31.08884570454097,1.101719163607135,1.3080512608176738,13,11.78,0.5,4,6,4,0,1,0,5,0,8,6,-2.8625356491585716,0.8961001072571908,3.758635756415762,-0.2602305135598701,20,2.2959167765571036,-0.2951196571771871,-2.591036433734291,10,10,SEC,27.584399389468004,138.46455849576068,False,At-Large,17,5
21,Alabama,24.08642031870407,123.1,99.0,76.5,19,24.81,-0.1205966135493212,0.9201292965578672,3.6805171862314694,24.20384036828893,3.0330411211621513,0.3653029388320624,-0.2859828472757765,13,6,32.73541040544467,1.0477062095155962,1.25948344603378,21,14.63,0.7,4,5,4,1,3,0,2,0,7,6,-3.1546685052983072,0.4349051913763921,3.5895736966747,-0.2867880459362097,19,0.8435694810626208,1.5347923692557237,0.6189973649340101,9,10,SEC,24.08642031870407,130.93242709500367,True,Auto,18,5
20,Arkansas,23.942113461223343,123.7,99.7,73.9,20,26.08,-0.3563144231294425,0.889979171845689,3.559916687382756,24.265149321923047,3.288089738815483,0.2771195381831827,-0.1737406667864514,15,5,20.041954258720345,1.4666534213202866,1.8898043953663464,20,11.37,0.375,5,5,1,0,3,0,6,0,7,5,-2.194470349440138,1.749549060938807,3.944019410378945,-0.199497304494558,20,4.746967834511804,-2.3135479655471105,-6.269354494306947,12,8,SEC,23.942113461223343,127.61721087836304,False,At-Large,19,5
32,Clemson,20.345434007888542,115.0,94.7,66.2,21,17.24,0.5175723346480906,0.863967520384866,3.455870081539464,19.90660372124263,2.9548746286752117,0.2608718126822009,-0.3699865467305501,17,4,36.30436557103364,1.0445224562131907,0.991595361892553,32,5.37,0.7,2,3,7,1,3,0,5,0,8,4,-4.749316941669853,0.3233441468241897,5.072661088494042,-0.4317560856063502,21,3.5292240493471283,-0.5898054169500527,-3.9764345552124487,11,10,ACC,20.345434007888542,123.43181507127075,False,At-Large,20,5
23,St. John's,23.40855484166032,117.4,94.0,73.5,20,21.74,0.2780924736100534,0.9009532393817662,3.6038129575270648,23.153801104645872,2.457210289197892,0.3071339355814219,-0.4299597489046874,15,5,30.8930222887956,1.1076961647846786,1.3151265216148855,23,10.08,0.667,3,4,5,0,4,1,3,0,9,5,-8.786413545969673,0.1264023754943835,8.912815921464057,-0.7987648678154249,20,2.0015786245117835,1.078636881081134,-0.7516836793012988,11,9,BE,23.40855484166032,120.07607086902108,False,At-Large,21,6
25,North Carolina,22.388314615223905,120.2,97.8,71.7,20,18.43,0.6597191025373176,0.8369109559902592,3.347643823961037,21.820761521864227,2.9703341475507123,0.2605760263062289,-0.2997205683372366,16,4,25.610307152417427,1.2780667766706346,1.5373980938035643,25,7.78,0.5,4,3,1,1,4,0,7,0,7,4,-4.754569938482852,0.2210411051983712,4.975611043681224,-0.4322336307711684,20,5.039917409302332,-3.28554523217699,-7.4854764065956,12,8,ACC,22.388314615223905,115.65061326718316,False,At-Large,22,6
18,Saint Louis,24.80460425842277,119.8,95.0,73.7,19,3.61,3.5324340430704617,0.0645461666743276,0.2581846666973106,24.520459001175077,2.4560542044391447,0.1719909123347464,-0.639782217586291,18,1,21.89571650255244,1.337403117798815,1.884375100118204,18,-1.02,0.857,2,0,1,1,7,0,8,0,4,1,-1.115401012476047,0.5568066027488705,1.6722076152249177,-0.1014000920432769,19,3.738221008157554,-1.3208699684023382,-4.228375196969325,12,7,A10,24.80460425842277,112.71184858481588,True,Auto,23,6
22,Louisville,24.30191884539721,120.8,96.5,72.1,20,20.72,0.5969864742328687,0.8493510496290798,3.3974041985163193,23.78180875024106,1.9064915476321236,0.2388441670142764,-0.2395544650946239,14,6,18.171999595870325,1.6272221760836183,1.882338765264851,22,9.27,0.5,3,5,3,1,3,0,5,0,5,6,-13.82275939532849,-0.6558367770090933,13.166922618319395,-1.256614490484408,20,6.6904911479519225,-0.6926277258742326,-6.268037015834168,12,8,ACC,24.30191884539721,111.74247804024974,False,At-Large,24,6
30,SMU,21.452593013516378,120.6,99.2,71.8,20,14.43,1.1704321689193964,0.7046107920531727,2.8184431682126907,20.585190309651995,2.22449574407991,0.2356807823168547,-0.262143198134582,15,5,28.339090920387676,1.1692501600181346,1.4474148857000555,30,9.6,0.429,3,5,3,0,2,0,7,0,6,5,-4.127511730600259,-0.5417040074568106,3.585807723143448,-0.3752283391454781,20,1.729513737526357,-1.457153591368671,-2.7609408704270018,13,7,ACC,21.452593013516378,107.51614562898267,True,Auto,25,7
19,Tennessee,24.678996693642276,116.2,91.5,69.1,19,22.28,0.3998327822737124,0.8834228651777852,3.533691460711141,24.30279050721345,1.768235650043854,0.271183683039805,-0.292858704912269,13,6,25.98836283436487,1.225649823363067,1.5917165965924045,19,8.9,0.375,3,5,2,1,2,0,6,0,5,6,-5.783079742489532,-0.4784834772714706,5.304596265218062,-0.525734522044503,19,4.36930137314537,-2.557066203746084,-6.3305537532807215,11,8,SEC,24.678996693642276,107.16557777193138,False,At-Large,26,7
28,Auburn,21.509819030148705,121.0,99.5,70.3,20,19.97,0.2566365050247843,0.9037883924165522,3.6151535696662087,21.274094022176175,2.1300269489904906,0.3044082881487243,-0.2610401138489892,13,7,18.51303670800223,1.5460286206661924,1.970119635982942,28,12.98,0.455,5,6,1,1,1,0,6,0,7,7,-6.25953178907836,-0.6134788414752743,5.646052947603086,-0.5690483444616691,20,5.465720761426676,-3.1088721932681684,-8.308593194843022,9,11,SEC,21.509819030148705,106.50192257848143,False,At-Large,27,7
37,Georgia,18.47671919097951,117.0,98.5,76.8,20,17.19,0.2144531984965846,0.909151643655174,3.636606574620696,18.278751202011456,1.995307521860502,0.2219278130745625,-0.3888843718331243,16,4,24.751836226504167,1.4090341808191549,1.4235560138606569,37,3.93,0.625,3,3,4,1,1,0,8,0,6,4,-9.735531410072452,0.2723007256518414,10.007832135724293,-0.8850483100065865,20,5.798121499069288,0.2095266867283496,-4.622241229162723,12,8,SEC,18.47671919097951,103.01331203696084,False,At-Large,28,7
26,Saint Mary's,21.706048446263452,118.5,96.8,67.5,21,21.05,0.1093414077105752,0.921361269771302,3.685445079085208,21.608102854835906,2.363505331787355,0.1955445783907229,-0.385432359748553,18,3,26.720541928431736,1.2076332417327151,1.5450115663550303,26,4.17,0.7,1,2,3,1,8,0,6,0,4,3,-5.5397509538418594,-1.8448457794815256,3.6949051743603336,-0.5036137230765327,21,3.8516344557645352,-3.115596980952432,-6.811609842544663,11,10,WCC,21.706048446263452,100.46803079349111,False,At-Large,29,8
29,Kentucky,20.87152659028159,118.1,97.2,70.3,20,21.73,-0.143078901619735,0.9176155379824176,3.67046215192967,21.00464583985875,1.7263793966202243,0.2627250542294163,-0.3252952270986007,14,6,19.9707703396218,1.4999980666008508,1.8392209067989291,29,9.02,0.429,3,5,3,1,1,0,7,0,6,6,-12.617952392593637,-1.7538662738641235,10.86408611872951,-1.1470865811448758,20,6.321291888273655,-3.4071837369392477,-8.172465314253234,13,7,SEC,20.87152659028159,99.45633484914124,False,At-Large,30,8
27,N.C. State,22.32110809637965,119.0,96.7,71.1,20,12.63,1.615184682729941,0.5503841595163234,2.2015366380652934,21.360123733655367,0.9040037434875056,0.2643762168622369,-0.4662105487639678,14,6,20.35559257704786,1.492187776655899,1.8001273850610977,27,7.97,0.667,1,4,7,1,2,1,4,0,6,5,-9.756681622937045,0.7042621314536968,10.46094375439074,-0.8869710566306402,20,3.86676094321005,1.0818194277124902,-2.4540956593940257,11,9,ACC,22.32110809637965,98.21713536943507,False,At-Large,31,8
31,Villanova,20.82976280132732,118.4,97.6,65.7,20,8.63,2.03329380022122,0.3953350905024078,1.5813403620096311,19.93584347096715,2.241111525130705,0.2526442293488462,-0.3097103830203975,15,5,33.4305844649643,0.9904877245994472,1.3061739909172825,31,9.38,0.667,3,4,1,1,7,0,4,0,6,5,-3.562857994841619,0.4248534747354395,3.9877114695770586,-0.3238961813492381,20,1.5827617136611136,0.8732082486909764,-0.5741300028387051,11,9,BE,20.82976280132732,96.52158503172134,False,At-Large,32,8
33,Utah St.,20.35903440660151,118.3,98.0,70.3,18,13.53,1.1381724011002516,0.7145816766145682,2.8583267064582727,19.423215742985136,2.110117226953868,0.2532805916339963,-0.563030549185359,15,3,18.246602058810915,1.6123316429954466,1.8953012238591496,33,3.76,0.818,2,2,3,0,6,1,4,0,6,2,-2.6871804566316153,2.043462966229956,4.730643422861571,-0.2442891324210559,18,0.3137871621953437,3.374300681992411,2.4061036905621753,7,11,MWC,20.35903440660151,96.37249177931132,False,At-Large,33,9
36,Texas A&M,18.58165392427503,118.0,99.4,74.6,20,19.59,-0.1680576792874948,0.9147383637803534,3.658953455121414,18.73759874933801,1.694205460768826,0.2113428797430912,-0.4218201537801585,16,4,26.445308307382465,1.3210761017849242,1.384291437578653,36,2.68,0.571,2,2,3,2,4,0,7,0,5,4,-3.359910298416781,-0.066251074948761,3.29365922346802,-0.3054463907651619,20,2.094304532444447,0.1525071768635761,-1.4262762399022375,13,7,SEC,18.58165392427503,89.67055857114515,False,At-Large,34,9
24,Iowa,24.00846914759113,118.8,94.8,66.3,19,13.15,1.8097448579318547,0.4776106608170179,1.9104426432680717,23.01640585873257,1.3663397004232785,0.1749515325860355,-0.2165963511562439,14,5,22.758994172775253,1.433591301986764,1.5983224599216594,24,5.44,0.286,1,4,2,2,3,0,7,0,4,6,-8.020624390585954,-0.9908237964142296,7.029800594171725,-0.7291476718714505,19,5.290802864203436,-0.4268015514376713,-4.541870445818122,12,7,B10,24.00846914759113,88.37333344895117,False,At-Large,35,9
52,UCF,15.108052137303376,117.0,101.9,71.4,19,9.45,0.9430086895505626,0.7703851006703728,3.081540402681491,14.318455218627292,2.507642225432118,0.2439205961910669,-0.2877916793584716,15,4,29.299555969629495,1.133649851173974,1.4177056439663849,52,8.03,0.667,3,3,1,1,6,0,5,0,6,4,-2.355856455215426,1.495332439585108,3.851188894800534,-0.2141687686559478,19,2.521785883835991,0.3608621520625535,-1.384989613670056,13,6,B12,15.108052137303376,82.66007455614233,False,At-Large,36,9
57,USC,13.122132781510729,111.1,97.9,72.4,19,13.07,0.0086887969184547,0.9316277831321272,3.726511132528509,13.113584465865776,2.0270009511126563,0.2751497463521098,-0.3650190995633762,14,5,35.21878917788732,0.986088239765238,1.164300268588259,57,8.4,0.8,1,3,6,2,4,0,3,0,7,5,-2.0971737299243385,0.0252207106368367,2.122394440561175,-0.1906521572658489,19,-0.2277871761823338,1.840493652373251,1.9816693625615496,9,10,B10,13.122132781510729,79.98179608708334,False,At-Large,37,10
38,Wisconsin,17.461791141844756,118.4,101.0,72.1,20,22.36,-0.8163681430258739,0.8022549357337578,3.2090197429350313,18.139047187336477,1.0939552151711105,0.2281876752455469,-0.3501120397110913,14,6,24.6650591624965,1.255921495047576,1.68754678853429,38,8.28,0.5,1,5,5,1,2,0,6,0,5,6,-6.454456302365938,-2.184275761021784,4.270180541344154,-0.5867687547605398,20,1.8520649159661675,-1.1173037305999425,-2.6606911605717487,12,8,B10,17.461791141844756,79.8394707007266,False,At-Large,38,10
41,New Mexico,17.610743882166815,113.8,96.2,72.4,19,2.2,2.5684573136944695,0.2265866916126084,0.9063467664504338,16.909084353672213,1.2504677652234122,0.1922363706406734,-0.408269448596672,15,4,25.43311478335106,1.313222569514881,1.4972069938406172,41,3.71,0.5,1,3,4,0,4,1,6,0,5,3,2.9425141380201216,2.929325247088337,-0.0131888909317847,0.2675012852745565,19,2.6380678089417797,-0.8473891587281623,-3.1257204482687904,11,8,MWC,17.610743882166815,76.81527212895092,False,At-Large,39,10
47,Miami FL,16.0032840257674,114.8,98.8,71.3,20,9.02,1.1638806709612333,0.7066520595033382,2.826608238013353,15.138547226072838,1.396570383178478,0.185429020827152,-0.3925734875139888,16,4,29.92268455612983,1.122194015938324,1.3787455451081252,47,1.61,0.625,2,3,3,0,2,1,9,0,5,3,-7.591919162252043,1.4916053581924025,9.083524520444444,-0.6901744692956403,20,5.185284044206948,2.0773687070052778,-2.2437013298338457,12,8,ACC,16.0032840257674,74.8200858858189,False,At-Large,40,10
44,San Diego St.,16.370566624778775,112.9,96.5,70.8,18,13.27,0.5167611041297958,0.8641104700733668,3.4564418802934673,15.871092928519356,0.9368278043367724,0.2281140846678667,-0.4057310592690992,13,5,31.472448604378982,1.1201494506400786,1.24367262867904,44,7.31,0.556,1,3,5,1,2,1,5,0,4,4,-5.2177288032698526,-2.4747737593408576,2.7429550439289945,-0.4743389821154411,18,1.576100215556611,-1.3096629618409756,-2.8857631773975867,9,9,MWC,16.370566624778775,72.64749264222954,False,At-Large,41,11
46,Virginia Tech,16.548382323344825,114.4,97.8,70.9,21,7.57,1.496397053890804,0.5939706402146907,2.375882560858763,15.635835730452722,1.0265789571103152,0.2327814588286544,-0.410857154219917,15,6,30.12661384281451,1.1209173482657824,1.3618801554668551,46,7.26,0.444,1,5,5,0,4,1,5,0,8,6,-0.72058046304369,-0.3773246442666186,0.3432558187770713,-0.0655073148221536,21,2.6197541284570045,-2.7855864541078947,-5.097134214511134,12,9,ACC,16.548382323344825,72.02871355213053,False,At-Large,42,11
39,Ohio St.,17.945606856692393,119.2,101.3,68.8,20,18.15,-0.0340655238846009,0.929162933939392,3.716651735757568,17.977637437539762,0.9944165561007718,0.2057452975969869,-0.3143362683761743,14,6,31.967505511060462,1.0804250979710046,1.268010098615313,39,8.23,0.5,1,5,3,1,4,0,6,0,6,5,-5.336254112507797,0.707854226920034,6.044108339427831,-0.4851140102279815,20,3.872304365012415,-0.8407912306546479,-4.067711534831661,12,8,B10,17.945606856692393,71.45170069824252,False,At-Large,43,11
40,UCLA,16.917260726482695,116.0,99.1,67.5,20,24.49,-1.2621232122528838,0.6752034752341313,2.700813900936525,17.81822223329632,1.0936062862175238,0.1894313112376367,-0.2597386785182315,14,6,32.475243622160484,1.067293625247276,1.2472825861846797,40,7.42,0.25,2,5,2,1,3,0,7,0,5,6,-1.9471971314750167,-0.3568827134985275,1.5903144179764892,-0.1770179210431833,20,2.202180380261302,-2.092590772845246,-3.927741089729664,12,8,B10,16.917260726482695,70.99847006181282,False,At-Large,44,11
74,Miami OH,11.97585146730158,116.9,105.0,73.1,17,-0.43,2.06764191121693,0.3830877148656179,1.5323508594624715,10.950071343536177,2.3147243596470837,0.1361602564498285,0.0,17,0,34.56448622774235,0.9559851183859834,1.275060127870855,74,-6.38,1.0,0,0,2,0,4,0,11,0,1,0,0.200314659667827,0.7416419719804984,0.5413273123126715,0.018210423606166,17,1.1885834857890307,-0.8337573611135037,-1.97602099350734,8,9,MAC,11.97585146730158,64.63116390392209,True,Auto,45,11
68,Boise St.,12.55068335411812,112.9,100.4,68.4,18,9.23,0.5534472256863534,0.8575183258973638,3.430073303589455,12.01917853090659,-0.4357888164155206,0.2828987670132037,-0.50681075050868,11,7,25.928464143020115,1.413688602894178,1.3074076260874454,68,9.56,0.375,2,3,3,4,5,0,1,0,5,6,-13.24723813055121,0.2035473533208983,13.450785483872108,-1.2042943755046556,18,2.6237783086036353,0.8750529633622371,-1.4863475143810343,10,8,MWC,12.55068335411812,47.73785214930747,True,Auto,46,11
55,Tulsa,14.083148753532528,121.2,107.1,70.5,18,-5.3,3.230524792255421,0.0978992617497672,0.3915970469990689,13.670439417087731,0.2792770072952208,0.1497933677624328,-0.6558745030470895,15,3,20.69563021150792,1.477213131947522,1.780357207651532,55,-1.3,0.818,0,0,1,2,6,1,8,0,0,2,-1.0409080538204174,0.6245915048869145,1.6654995587073318,-0.0946280048927652,18,2.927628281115875,0.07688645310398,-2.86565314012903,7,11,Amer,14.083148753532528,39.63562213907713,True,Auto,47,12
66,Yale,13.150055608358642,118.5,105.3,68.1,16,6.95,1.0333426013931069,0.745543976795619,2.982175907182476,12.176002025205268,0.3625241870622826,0.171340608711516,-0.6216345753958085,13,3,20.292539640989244,1.542641606250544,1.7270757084854762,66,-0.07,0.818,0,1,1,0,6,2,6,0,1,1,-0.1405059169197854,0.5533494777120354,0.6938553946318208,-0.0127732651745259,16,1.5717222904868098,0.7502647060463815,-1.073294688567885,5,11,Ivy,13.150055608358642,32.962112044763884,True,Auto,48,12
80,Liberty,10.3629799978209,115.8,105.5,65.9,17,7.86,0.41716333297015,0.8807188356207164,3.5228753424828656,9.93332838371212,0.4520424879005009,0.1680476128425093,-0.6335413639648758,14,3,25.901091728768023,1.303253548570681,1.4649830043894376,80,-1.19,0.667,0,1,2,0,4,2,8,0,2,1,-5.927590737221877,-3.657165386988133,2.2704253502337433,-0.5388718852019888,17,3.0157742773173606,-3.9807814581331167,-6.775401209998638,8,9,CUSA,10.3629799978209,29.375897832745682,True,Auto,49,12
90,Stephen F. Austin,9.964711017531911,109.5,99.6,69.1,18,-7.92,2.980785169588652,0.1363222973409191,0.5452891893636767,9.438844881222382,-0.2017913345022162,0.102820093686894,-0.5813642466018747,15,3,38.7914302582765,0.9236244173916546,1.0064652027042331,90,-5.33,0.727,0,1,0,0,4,2,11,0,0,1,0.5071840104151808,0.7201320982751384,0.2129480878599576,0.0461076373104709,18,1.0544767276602456,-0.1917386240154558,-1.2090296791393706,7,11,Slnd,9.964711017531911,13.911009920452397,True,Auto,50,12
97,High Point,8.693774636349048,115.9,107.2,71.9,19,-2.81,1.9172957727248416,0.4375912460946555,1.7503649843786222,7.723391497218386,-1.864407486964975,0.0788556950647341,-0.761810728233998,15,4,21.134246387453857,1.4458019772538362,1.7769505890329147,97,-7.73,0.667,0,0,0,1,4,3,11,0,0,0,-11.222322625509724,-2.8902977770192813,8.332024848490443,-1.020211147773611,19,6.601962596685825,-1.2514688661546416,-7.54275087005525,10,9,BSth,8.693774636349048,-9.772316514020694,True,Auto,51,13
