Team,Seed,Count,P(Seed),P(Seed | In)
VCU,6,0,0.0,0.0
VCU,7,0,0.0,0.0
VCU,8,0,0.0,0.0
VCU,9,0,0.0,0.0
VCU,10,0,0.0,0.0
VCU,11,172,0.086,1.0
VCU,12,0,0.0,0.0
VCU,13,0,0.0,0.0
VCU,14,0,0.0,0.0
VCU,15,0,0.0,0.0
VCU,16,0,0.0,0.0
California,1,0,0.0,0.0
California,2,0,0.0,0.0
California,3,0,0.0,0.0
California,4,0,0.0,0.0
California,5,0,0.0,0.0
California,6,0,0.0,0.0
California,7,0,0.0,0.0
California,8,0,0.0,0.0
California,9,0,0.0,0.0
California,10,0,0.0,0.0
California,11,443,0.2215,1.0
California,12,0,0.0,0.0
California,13,0,0.0,0.0
California,14,0,0.0,0.0
California,15,0,0.0,0.0
California,16,0,0.0,0.0
UCF,1,0,0.0,0.0
UCF,2,0,0.0,0.0
UCF,3,0,0.0,0.0
UCF,4,0,0.0,0.0
UCF,5,0,0.0,0.0
UCF,6,0,0.0,0.0
UCF,7,0,0.0,0.0
UCF,8,0,0.0,0.0
UCF,9,2000,1.0,1.0
UCF,10,0,0.0,0.0
UCF,11,0,0.0,0.0
UCF,12,0,0.0,0.0
UCF,13,0,0.0,0.0
UCF,14,0,0.0,0.0
UCF,15,0,0.0,0.0
UCF,16,0,0.0,0.0
Baylor,1,0,0.0,0.0
Baylor,2,0,0.0,0.0
Baylor,3,0,0.0,0.0
Baylor,4,0,0.0,0.0
Baylor,5,0,0.0,0.0
Baylor,6,0,0.0,0.0
Baylor,7,0,0.0,0.0
Baylor,8,0,0.0,0.0
Baylor,9,0,0.0,0.0
Baylor,10,0,0.0,0.0
Baylor,11,3,0.0015,1.0
Baylor,12,0,0.0,0.0
Baylor,13,0,0.0,0.0
Baylor,14,0,0.0,0.0
Baylor,15,0,0.0,0.0
Baylor,16,0,0.0,0.0
Butler,1,0,0.0,0.0
Butler,2,0,0.0,0.0
Butler,3,0,0.0,0.0
Butler,4,0,0.0,0.0
Butler,5,0,0.0,0.0
Butler,6,0,0.0,0.0
Butler,7,0,0.0,0.0
Butler,8,0,0.0,0.0
Butler,9,0,0.0,0.0
Butler,10,0,0.0,0.0
Butler,11,28,0.014,1.0
Butler,12,0,0.0,0.0
Butler,13,0,0.0,0.0
Butler,14,0,0.0,0.0
Butler,15,0,0.0,0.0
Butler,16,0,0.0,0.0
Tulsa,1,0,0.0,0.0
Tulsa,2,0,0.0,0.0
Tulsa,3,0,0.0,0.0
Tulsa,4,0,0.0,0.0
Tulsa,5,0,0.0,0.0
Tulsa,6,0,0.0,0.0
Tulsa,7,0,0.0,0.0
Tulsa,8,0,0.0,0.0
Tulsa,9,0,0.0,0.0
Tulsa,10,0,0.0,0.0
Tulsa,11,295,0.1475,0.4616588419405321
Tulsa,12,344,0.172,0.5383411580594679
Tulsa,13,0,0.0,0.0
Tulsa,14,0,0.0,0.0
Tulsa,15,0,0.0,0.0
Tulsa,16,0,0.0,0.0
McNeese,1,0,0.0,0.0
McNeese,2,0,0.0,0.0
McNeese,3,0,0.0,0.0
McNeese,4,0,0.0,0.0
McNeese,5,0,0.0,0.0
McNeese,6,0,0.0,0.0
McNeese,7,0,0.0,0.0
McNeese,8,0,0.0,0.0
McNeese,9,0,0.0,0.0
McNeese,10,0,0.0,0.0
McNeese,11,197,0.0985,0.16068515497553018
McNeese,12,1029,0.5145,0.8393148450244698
McNeese,13,0,0.0,0.0
McNeese,14,0,0.0,0.0
McNeese,15,0,0.0,0.0
McNeese,16,0,0.0,0.0
USC,1,0,0.0,0.0
USC,2,0,0.0,0.0
USC,3,0,0.0,0.0
USC,4,0,0.0,0.0
USC,5,0,0.0,0.0
USC,6,0,0.0,0.0
USC,7,0,0.0,0.0
USC,8,0,0.0,0.0
USC,9,0,0.0,0.0
USC,10,2000,1.0,1.0
USC,11,0,0.0,0.0
USC,12,0,0.0,0.0
USC,13,0,0.0,0.0
USC,14,0,0.0,0.0
USC,15,0,0.0,0.0
USC,16,0,0.0,0.0
Seton Hall,1,0,0.0,0.0
Seton Hall,2,0,0.0,0.0
Seton Hall,3,0,0.0,0.0
Seton Hall,4,0,0.0,0.0
Seton Hall,5,0,0.0,0.0
Seton Hall,6,0,0.0,0.0
Seton Hall,7,0,0.0,0.0
Seton Hall,8,0,0.0,0.0
Seton Hall,9,0,0.0,0.0
Seton Hall,10,0,0.0,0.0
Seton Hall,11,14,0.007,1.0
Seton Hall,12,0,0.0,0.0
Seton Hall,13,0,0.0,0.0
Seton Hall,14,0,0.0,0.0
Seton Hall,15,0,0.0,0.0
Seton Hall,16,0,0.0,0.0
Belmont,1,0,0.0,0.0
Belmont,2,0,0.0,0.0
Belmont,3,0,0.0,0.0
Belmont,4,0,0.0,0.0
Belmont,5,0,0.0,0.0
Belmont,6,0,0.0,0.0
Belmont,7,0,0.0,0.0
Belmont,8,0,0.0,0.0
Belmont,9,0,0.0,0.0
Belmont,10,0,0.0,0.0
Belmont,11,658,0.329,0.735195530726257
Belmont,12,237,0.1185,0.264804469273743
Belmont,13,0,0.0,0.0
Belmont,14,0,0.0,0.0
Belmont,15,0,0.0,0.0
Belmont,16,0,0.0,0.0
Akron,1,0,0.0,0.0
Akron,2,0,0.0,0.0
Akron,3,0,0.0,0.0
Akron,4,0,0.0,0.0
Akron,5,0,0.0,0.0
Akron,6,0,0.0,0.0
Akron,7,0,0.0,0.0
Akron,8,0,0.0,0.0
Akron,9,0,0.0,0.0
Akron,10,0,0.0,0.0
Akron,11,507,0.2535,0.5292275574112735
Akron,12,451,0.2255,0.4707724425887265
Akron,13,0,0.0,0.0
Akron,14,0,0.0,0.0
Akron,15,0,0.0,0.0
Akron,16,0,0.0,0.0
Northwestern,1,0,0.0,0.0
Northwestern,2,0,0.0,0.0
Northwestern,3,0,0.0,0.0
Northwestern,4,0,0.0,0.0
Northwestern,5,0,0.0,0.0
Northwestern,6,0,0.0,0.0
Northwestern,7,0,0.0,0.0
Northwestern,8,0,0.0,0.0
Northwestern,9,0,0.0,0.0
Northwestern,10,0,0.0,0.0
Northwestern,11,0,0.0,0.0
Northwestern,12,0,0.0,0.0
Northwestern,13,0,0.0,0.0
Northwestern,14,0,0.0,0.0
Northwestern,15,0,0.0,0.0
Northwestern,16,0,0.0,0.0
West Virginia,1,0,0.0,0.0
West Virginia,2,0,0.0,0.0
West Virginia,3,0,0.0,0.0
West Virginia,4,0,0.0,0.0
West Virginia,5,0,0.0,0.0
West Virginia,6,0,0.0,0.0
West Virginia,7,0,0.0,0.0
West Virginia,8,0,0.0,0.0
West Virginia,9,0,0.0,0.0
West Virginia,10,0,0.0,0.0
West Virginia,11,7,0.0035,0.6363636363636364
West Virginia,12,4,0.002,0.36363636363636365
West Virginia,13,0,0.0,0.0
West Virginia,14,0,0.0,0.0
West Virginia,15,0,0.0,0.0
West Virginia,16,0,0.0,0.0
South Florida,1,0,0.0,0.0
South Florida,2,0,0.0,0.0
South Florida,3,0,0.0,0.0
South Florida,4,0,0.0,0.0
South Florida,5,0,0.0,0.0
South Florida,6,0,0.0,0.0
South Florida,7,0,0.0,0.0
South Florida,8,0,0.0,0.0
South Florida,9,0,0.0,0.0
South Florida,10,0,0.0,0.0
South Florida,11,3,0.0015,0.00663716814159292
South Florida,12,416,0.208,0.9203539823008849
South Florida,13,33,0.0165,0.07300884955752213
South Florida,14,0,0.0,0.0
South Florida,15,0,0.0,0.0
South Florida,16,0,0.0,0.0
Wake Forest,1,0,0.0,0.0
Wake Forest,2,0,0.0,0.0
Wake Forest,3,0,0.0,0.0
Wake Forest,4,0,0.0,0.0
Wake Forest,5,0,0.0,0.0
Wake Forest,6,0,0.0,0.0
Wake Forest,7,0,0.0,0.0
Wake Forest,8,0,0.0,0.0
Wake Forest,9,0,0.0,0.0
Wake Forest,10,0,0.0,0.0
Wake Forest,11,0,0.0,0.0
Wake Forest,12,3,0.0015,1.0
Wake Forest,13,0,0.0,0.0
Wake Forest,14,0,0.0,0.0
Wake Forest,15,0,0.0,0.0
Wake Forest,16,0,0.0,0.0
Missouri,1,0,0.0,0.0
Missouri,2,0,0.0,0.0
Missouri,3,0,0.0,0.0
Missouri,4,0,0.0,0.0
Missouri,5,0,0.0,0.0
Missouri,6,0,0.0,0.0
Missouri,7,0,0.0,0.0
Missouri,8,0,0.0,0.0
Missouri,9,0,0.0,0.0
Missouri,10,0,0.0,0.0
Missouri,11,0,0.0,0.0
Missouri,12,0,0.0,0.0
Missouri,13,0,0.0,0.0
Missouri,14,0,0.0,0.0
Missouri,15,0,0.0,0.0
Missouri,16,0,0.0,0.0
Yale,1,0,0.0,0.0
Yale,2,0,0.0,0.0
Yale,3,0,0.0,0.0
Yale,4,0,0.0,0.0
Yale,5,0,0.0,0.0
Yale,6,0,0.0,0.0
Yale,7,0,0.0,0.0
Yale,8,0,0.0,0.0
Yale,9,0,0.0,0.0
Yale,10,0,0.0,0.0
Yale,11,115,0.0575,0.06915213469633193
Yale,12,1548,0.774,0.930847865303668
Yale,13,0,0.0,0.0
Yale,14,0,0.0,0.0
Yale,15,0,0.0,0.0
Yale,16,0,0.0,0.0
Nevada,1,0,0.0,0.0
Nevada,2,0,0.0,0.0
Nevada,3,0,0.0,0.0
Nevada,4,0,0.0,0.0
Nevada,5,0,0.0,0.0
Nevada,6,0,0.0,0.0
Nevada,7,0,0.0,0.0
Nevada,8,0,0.0,0.0
Nevada,9,0,0.0,0.0
Nevada,10,0,0.0,0.0
Nevada,11,13,0.0065,0.07386363636363637
Nevada,12,163,0.0815,0.9261363636363636
Nevada,13,0,0.0,0.0
Nevada,14,0,0.0,0.0
Nevada,15,0,0.0,0.0
Nevada,16,0,0.0,0.0
Boise St.,1,0,0.0,0.0
Boise St.,2,0,0.0,0.0
Boise St.,3,0,0.0,0.0
Boise St.,4,0,0.0,0.0
Boise St.,5,0,0.0,0.0
Boise St.,6,0,0.0,0.0
Boise St.,7,0,0.0,0.0
Boise St.,8,0,0.0,0.0
Boise St.,9,0,0.0,0.0
Boise St.,10,0,0.0,0.0
Boise St.,11,90,0.045,1.0
Boise St.,12,0,0.0,0.0
Boise St.,13,0,0.0,0.0
Boise St.,14,0,0.0,0.0
Boise St.,15,0,0.0,0.0
Boise St.,16,0,0.0,0.0
Oklahoma,1,0,0.0,0.0
Oklahoma,2,0,0.0,0.0
Oklahoma,3,0,0.0,0.0
Oklahoma,4,0,0.0,0.0
Oklahoma,5,0,0.0,0.0
Oklahoma,6,0,0.0,0.0
Oklahoma,7,0,0.0,0.0
Oklahoma,8,0,0.0,0.0
Oklahoma,9,0,0.0,0.0
Oklahoma,10,0,0.0,0.0
Oklahoma,11,0,0.0,0.0
Oklahoma,12,0,0.0,0.0
Oklahoma,13,0,0.0,0.0
Oklahoma,14,0,0.0,0.0
Oklahoma,15,0,0.0,0.0
Oklahoma,16,0,0.0,0.0
Wichita St.,1,0,0.0,0.0
Wichita St.,2,0,0.0,0.0
Wichita St.,3,0,0.0,0.0
Wichita St.,4,0,0.0,0.0
Wichita St.,5,0,0.0,0.0
Wichita St.,6,0,0.0,0.0
Wichita St.,7,0,0.0,0.0
Wichita St.,8,0,0.0,0.0
Wichita St.,9,0,0.0,0.0
Wichita St.,10,0,0.0,0.0
Wichita St.,11,0,0.0,0.0
Wichita St.,12,77,0.0385,0.18203309692671396
Wichita St.,13,332,0.166,0.7848699763593381
Wichita St.,14,14,0.007,0.03309692671394799
Wichita St.,15,0,0.0,0.0
Wichita St.,16,0,0.0,0.0
Colorado,1,0,0.0,0.0
Colorado,2,0,0.0,0.0
Colorado,3,0,0.0,0.0
Colorado,4,0,0.0,0.0
Colorado,5,0,0.0,0.0
Colorado,6,0,0.0,0.0
Colorado,7,0,0.0,0.0
Colorado,8,0,0.0,0.0
Colorado,9,0,0.0,0.0
Colorado,10,0,0.0,0.0
Colorado,11,0,0.0,0.0
Colorado,12,0,0.0,0.0
Colorado,13,0,0.0,0.0
Colorado,14,0,0.0,0.0
Colorado,15,0,0.0,0.0
Colorado,16,0,0.0,0.0
Illinois St.,1,0,0.0,0.0
Illinois St.,2,0,0.0,0.0
Illinois St.,3,0,0.0,0.0
Illinois St.,4,0,0.0,0.0
Illinois St.,5,0,0.0,0.0
Illinois St.,6,0,0.0,0.0
Illinois St.,7,0,0.0,0.0
Illinois St.,8,0,0.0,0.0
Illinois St.,9,0,0.0,0.0
Illinois St.,10,0,0.0,0.0
Illinois St.,11,0,0.0,0.0
Illinois St.,12,26,0.013,0.06074766355140187
Illinois St.,13,370,0.185,0.8644859813084113
Illinois St.,14,32,0.016,0.07476635514018691
Illinois St.,15,0,0.0,0.0
Illinois St.,16,0,0.0,0.0
Mississippi,1,0,0.0,0.0
Mississippi,2,0,0.0,0.0
Mississippi,3,0,0.0,0.0
Mississippi,4,0,0.0,0.0
Mississippi,5,0,0.0,0.0
Mississippi,6,0,0.0,0.0
Mississippi,7,0,0.0,0.0
Mississippi,8,0,0.0,0.0
Mississippi,9,0,0.0,0.0
Mississippi,10,0,0.0,0.0
Mississippi,11,0,0.0,0.0
Mississippi,12,0,0.0,0.0
Mississippi,13,0,0.0,0.0
Mississippi,14,0,0.0,0.0
Mississippi,15,0,0.0,0.0
Mississippi,16,0,0.0,0.0
Miami OH,1,0,0.0,0.0
Miami OH,2,0,0.0,0.0
Miami OH,3,0,0.0,0.0
Miami OH,4,0,0.0,0.0
Miami OH,5,0,0.0,0.0
Miami OH,6,0,0.0,0.0
Miami OH,7,0,0.0,0.0
Miami OH,8,0,0.0,0.0
Miami OH,9,0,0.0,0.0
Miami OH,10,0,0.0,0.0
Miami OH,11,1428,0.714,1.0
Miami OH,12,0,0.0,0.0
Miami OH,13,0,0.0,0.0
Miami OH,14,0,0.0,0.0
Miami OH,15,0,0.0,0.0
Miami OH,16,0,0.0,0.0
Grand Canyon,1,0,0.0,0.0
Grand Canyon,2,0,0.0,0.0
Grand Canyon,3,0,0.0,0.0
Grand Canyon,4,0,0.0,0.0
Grand Canyon,5,0,0.0,0.0
Grand Canyon,6,0,0.0,0.0
Grand Canyon,7,0,0.0,0.0
Grand Canyon,8,0,0.0,0.0
Grand Canyon,9,0,0.0,0.0
Grand Canyon,10,0,0.0,0.0
Grand Canyon,11,6,0.003,0.022988505747126436
Grand Canyon,12,245,0.1225,0.9386973180076629
Grand Canyon,13,10,0.005,0.038314176245210725
Grand Canyon,14,0,0.0,0.0
Grand Canyon,15,0,0.0,0.0
Grand Canyon,16,0,0.0,0.0
Cincinnati,1,0,0.0,0.0
Cincinnati,2,0,0.0,0.0
Cincinnati,3,0,0.0,0.0
Cincinnati,4,0,0.0,0.0
Cincinnati,5,0,0.0,0.0
Cincinnati,6,0,0.0,0.0
Cincinnati,7,0,0.0,0.0
Cincinnati,8,0,0.0,0.0
Cincinnati,9,0,0.0,0.0
Cincinnati,10,0,0.0,0.0
Cincinnati,11,0,0.0,0.0
Cincinnati,12,0,0.0,0.0
Cincinnati,13,1,0.0005,1.0
Cincinnati,14,0,0.0,0.0
Cincinnati,15,0,0.0,0.0
Cincinnati,16,0,0.0,0.0
Dayton,1,0,0.0,0.0
Dayton,2,0,0.0,0.0
Dayton,3,0,0.0,0.0
Dayton,4,0,0.0,0.0
Dayton,5,0,0.0,0.0
Dayton,6,0,0.0,0.0
Dayton,7,0,0.0,0.0
Dayton,8,0,0.0,0.0
Dayton,9,0,0.0,0.0
Dayton,10,0,0.0,0.0
Dayton,11,0,0.0,0.0
Dayton,12,11,0.0055,0.7333333333333333
Dayton,13,4,0.002,0.26666666666666666
Dayton,14,0,0.0,0.0
Dayton,15,0,0.0,0.0
Dayton,16,0,0.0,0.0
Providence,1,0,0.0,0.0
Providence,2,0,0.0,0.0
Providence,3,0,0.0,0.0
Providence,4,0,0.0,0.0
Providence,5,0,0.0,0.0
Providence,6,0,0.0,0.0
Providence,7,0,0.0,0.0
Providence,8,0,0.0,0.0
Providence,9,0,0.0,0.0
Providence,10,0,0.0,0.0
Providence,11,0,0.0,0.0
Providence,12,1,0.0005,0.3333333333333333
Providence,13,2,0.001,0.6666666666666666
Providence,14,0,0.0,0.0
Providence,15,0,0.0,0.0
Providence,16,0,0.0,0.0
George Washington,1,0,0.0,0.0
George Washington,2,0,0.0,0.0
George Washington,3,0,0.0,0.0
George Washington,4,0,0.0,0.0
George Washington,5,0,0.0,0.0
George Washington,6,0,0.0,0.0
George Washington,7,0,0.0,0.0
George Washington,8,0,0.0,0.0
George Washington,9,0,0.0,0.0
George Washington,10,0,0.0,0.0
George Washington,11,0,0.0,0.0
George Washington,12,14,0.007,0.28
George Washington,13,36,0.018,0.72
George Washington,14,0,0.0,0.0
George Washington,15,0,0.0,0.0
George Washington,16,0,0.0,0.0
Liberty,1,0,0.0,0.0
Liberty,2,0,0.0,0.0
Liberty,3,0,0.0,0.0
Liberty,4,0,0.0,0.0
Liberty,5,0,0.0,0.0
Liberty,6,0,0.0,0.0
Liberty,7,0,0.0,0.0
Liberty,8,0,0.0,0.0
Liberty,9,0,0.0,0.0
Liberty,10,0,0.0,0.0
Liberty,11,7,0.0035,0.007284079084287201
Liberty,12,899,0.4495,0.9354838709677419
Liberty,13,55,0.0275,0.05723204994797086
Liberty,14,0,0.0,0.0
Liberty,15,0,0.0,0.0
Liberty,16,0,0.0,0.0
Stanford,1,0,0.0,0.0
Stanford,2,0,0.0,0.0
Stanford,3,0,0.0,0.0
Stanford,4,0,0.0,0.0
Stanford,5,0,0.0,0.0
Stanford,6,0,0.0,0.0
Stanford,7,0,0.0,0.0
Stanford,8,0,0.0,0.0
Stanford,9,0,0.0,0.0
Stanford,10,0,0.0,0.0
Stanford,11,1,0.0005,1.0
Stanford,12,0,0.0,0.0
Stanford,13,0,0.0,0.0
Stanford,14,0,0.0,0.0
Stanford,15,0,0.0,0.0
Stanford,16,0,0.0,0.0
Oklahoma St.,1,0,0.0,0.0
Oklahoma St.,2,0,0.0,0.0
Oklahoma St.,3,0,0.0,0.0
Oklahoma St.,4,0,0.0,0.0
Oklahoma St.,5,0,0.0,0.0
Oklahoma St.,6,0,0.0,0.0
Oklahoma St.,7,0,0.0,0.0
Oklahoma St.,8,0,0.0,0.0
Oklahoma St.,9,0,0.0,0.0
Oklahoma St.,10,0,0.0,0.0
Oklahoma St.,11,0,0.0,0.0
Oklahoma St.,12,0,0.0,0.0
Oklahoma St.,13,0,0.0,0.0
Oklahoma St.,14,0,0.0,0.0
Oklahoma St.,15,0,0.0,0.0
Oklahoma St.,16,0,0.0,0.0
Minnesota,1,0,0.0,0.0
Minnesota,2,0,0.0,0.0
Minnesota,3,0,0.0,0.0
Minnesota,4,0,0.0,0.0
Minnesota,5,0,0.0,0.0
Minnesota,6,0,0.0,0.0
Minnesota,7,0,0.0,0.0
Minnesota,8,0,0.0,0.0
Minnesota,9,0,0.0,0.0
Minnesota,10,0,0.0,0.0
Minnesota,11,0,0.0,0.0
Minnesota,12,0,0.0,0.0
Minnesota,13,0,0.0,0.0
Minnesota,14,0,0.0,0.0
Minnesota,15,0,0.0,0.0
Minnesota,16,0,0.0,0.0
South Carolina,1,0,0.0,0.0
South Carolina,2,0,0.0,0.0
South Carolina,3,0,0.0,0.0
South Carolina,4,0,0.0,0.0
South Carolina,5,0,0.0,0.0
South Carolina,6,0,0.0,0.0
South Carolina,7,0,0.0,0.0
South Carolina,8,0,0.0,0.0
South Carolina,9,0,0.0,0.0
South Carolina,10,0,0.0,0.0
South Carolina,11,0,0.0,0.0
South Carolina,12,0,0.0,0.0
South Carolina,13,0,0.0,0.0
South Carolina,14,0,0.0,0.0
South Carolina,15,0,0.0,0.0
South Carolina,16,0,0.0,0.0
Colorado St.,1,0,0.0,0.0
Colorado St.,2,0,0.0,0.0
Colorado St.,3,0,0.0,0.0
Colorado St.,4,0,0.0,0.0
Colorado St.,5,0,0.0,0.0
Colorado St.,6,0,0.0,0.0
Colorado St.,7,0,0.0,0.0
Colorado St.,8,0,0.0,0.0
Colorado St.,9,0,0.0,0.0
Colorado St.,10,0,0.0,0.0
Colorado St.,11,0,0.0,0.0
Colorado St.,12,41,0.0205,0.7192982456140351
Colorado St.,13,16,0.008,0.2807017543859649
Colorado St.,14,0,0.0,0.0
Colorado St.,15,0,0.0,0.0
Colorado St.,16,0,0.0,0.0
Xavier,1,0,0.0,0.0
Xavier,2,0,0.0,0.0
Xavier,3,0,0.0,0.0
Xavier,4,0,0.0,0.0
Xavier,5,0,0.0,0.0
Xavier,6,0,0.0,0.0
Xavier,7,0,0.0,0.0
Xavier,8,0,0.0,0.0
Xavier,9,0,0.0,0.0
Xavier,10,0,0.0,0.0
Xavier,11,0,0.0,0.0
Xavier,12,0,0.0,0.0
Xavier,13,0,0.0,0.0
Xavier,14,0,0.0,0.0
Xavier,15,0,0.0,0.0
Xavier,16,0,0.0,0.0
Hawaii,1,0,0.0,0.0
Hawaii,2,0,0.0,0.0
Hawaii,3,0,0.0,0.0
Hawaii,4,0,0.0,0.0
Hawaii,5,0,0.0,0.0
Hawaii,6,0,0.0,0.0
Hawaii,7,0,0.0,0.0
Hawaii,8,0,0.0,0.0
Hawaii,9,0,0.0,0.0
Hawaii,10,0,0.0,0.0
Hawaii,11,2,0.001,0.001702127659574468
Hawaii,12,677,0.3385,0.5761702127659575
Hawaii,13,496,0.248,0.4221276595744681
Hawaii,14,0,0.0,0.0
Hawaii,15,0,0.0,0.0
Hawaii,16,0,0.0,0.0
Murray St.,1,0,0.0,0.0
Murray St.,2,0,0.0,0.0
Murray St.,3,0,0.0,0.0
Murray St.,4,0,0.0,0.0
Murray St.,5,0,0.0,0.0
Murray St.,6,0,0.0,0.0
Murray St.,7,0,0.0,0.0
Murray St.,8,0,0.0,0.0
Murray St.,9,0,0.0,0.0
Murray St.,10,0,0.0,0.0
Murray St.,11,0,0.0,0.0
Murray St.,12,256,0.128,0.8737201365187713
Murray St.,13,37,0.0185,0.12627986348122866
Murray St.,14,0,0.0,0.0
Murray St.,15,0,0.0,0.0
Murray St.,16,0,0.0,0.0
Notre Dame,1,0,0.0,0.0
Notre Dame,2,0,0.0,0.0
Notre Dame,3,0,0.0,0.0
Notre Dame,4,0,0.0,0.0
Notre Dame,5,0,0.0,0.0
Notre Dame,6,0,0.0,0.0
Notre Dame,7,0,0.0,0.0
Notre Dame,8,0,0.0,0.0
Notre Dame,9,0,0.0,0.0
Notre Dame,10,0,0.0,0.0
Notre Dame,11,0,0.0,0.0
Notre Dame,12,1,0.0005,1.0
Notre Dame,13,0,0.0,0.0
Notre Dame,14,0,0.0,0.0
Notre Dame,15,0,0.0,0.0
Notre Dame,16,0,0.0,0.0
Stephen F. Austin,1,0,0.0,0.0
Stephen F. Austin,2,0,0.0,0.0
Stephen F. Austin,3,0,0.0,0.0
Stephen F. Austin,4,0,0.0,0.0
Stephen F. Austin,5,0,0.0,0.0
Stephen F. Austin,6,0,0.0,0.0
Stephen F. Austin,7,0,0.0,0.0
Stephen F. Austin,8,0,0.0,0.0
Stephen F. Austin,9,0,0.0,0.0
Stephen F. Austin,10,0,0.0,0.0
Stephen F. Austin,11,3,0.0015,0.004665629860031105
Stephen F. Austin,12,582,0.291,0.9051321928460342
Stephen F. Austin,13,58,0.029,0.09020217729393468
Stephen F. Austin,14,0,0.0,0.0
Stephen F. Austin,15,0,0.0,0.0
Stephen F. Austin,16,0,0.0,0.0
DePaul,1,0,0.0,0.0
DePaul,2,0,0.0,0.0
DePaul,3,0,0.0,0.0
DePaul,4,0,0.0,0.0
DePaul,5,0,0.0,0.0
DePaul,6,0,0.0,0.0
DePaul,7,0,0.0,0.0
DePaul,8,0,0.0,0.0
DePaul,9,0,0.0,0.0
DePaul,10,0,0.0,0.0
DePaul,11,0,0.0,0.0
DePaul,12,1,0.0005,1.0
DePaul,13,0,0.0,0.0
DePaul,14,0,0.0,0.0
DePaul,15,0,0.0,0.0
DePaul,16,0,0.0,0.0
Syracuse,1,0,0.0,0.0
Syracuse,2,0,0.0,0.0
Syracuse,3,0,0.0,0.0
Syracuse,4,0,0.0,0.0
Syracuse,5,0,0.0,0.0
Syracuse,6,0,0.0,0.0
Syracuse,7,0,0.0,0.0
Syracuse,8,0,0.0,0.0
Syracuse,9,0,0.0,0.0
Syracuse,10,0,0.0,0.0
Syracuse,11,0,0.0,0.0
Syracuse,12,0,0.0,0.0
Syracuse,13,0,0.0,0.0
Syracuse,14,0,0.0,0.0
Syracuse,15,0,0.0,0.0
Syracuse,16,0,0.0,0.0
George Mason,1,0,0.0,0.0
George Mason,2,0,0.0,0.0
George Mason,3,0,0.0,0.0
George Mason,4,0,0.0,0.0
George Mason,5,0,0.0,0.0
George Mason,6,0,0.0,0.0
George Mason,7,0,0.0,0.0
George Mason,8,0,0.0,0.0
George Mason,9,0,0.0,0.0
George Mason,10,0,0.0,0.0
George Mason,11,31,0.0155,0.9393939393939394
George Mason,12,2,0.001,0.06060606060606061
George Mason,13,0,0.0,0.0
George Mason,14,0,0.0,0.0
George Mason,15,0,0.0,0.0
George Mason,16,0,0.0,0.0
Florida Atlantic,1,0,0.0,0.0
Florida Atlantic,2,0,0.0,0.0
Florida Atlantic,3,0,0.0,0.0
Florida Atlantic,4,0,0.0,0.0
Florida Atlantic,5,0,0.0,0.0
Florida Atlantic,6,0,0.0,0.0
Florida Atlantic,7,0,0.0,0.0
Florida Atlantic,8,0,0.0,0.0
Florida Atlantic,9,0,0.0,0.0
Florida Atlantic,10,0,0.0,0.0
Florida Atlantic,11,0,0.0,0.0
Florida Atlantic,12,135,0.0675,0.41284403669724773
Florida Atlantic,13,192,0.096,0.5871559633027523
Florida Atlantic,14,0,0.0,0.0
Florida Atlantic,15,0,0.0,0.0
Florida Atlantic,16,0,0.0,0.0
Arizona St.,1,0,0.0,0.0
Arizona St.,2,0,0.0,0.0
Arizona St.,3,0,0.0,0.0
Arizona St.,4,0,0.0,0.0
Arizona St.,5,0,0.0,0.0
Arizona St.,6,0,0.0,0.0
Arizona St.,7,0,0.0,0.0
Arizona St.,8,0,0.0,0.0
Arizona St.,9,0,0.0,0.0
Arizona St.,10,0,0.0,0.0
Arizona St.,11,0,0.0,0.0
Arizona St.,12,0,0.0,0.0
Arizona St.,13,0,0.0,0.0
Arizona St.,14,0,0.0,0.0
Arizona St.,15,0,0.0,0.0
Arizona St.,16,0,0.0,0.0
Georgetown,1,0,0.0,0.0
Georgetown,2,0,0.0,0.0
Georgetown,3,0,0.0,0.0
Georgetown,4,0,0.0,0.0
Georgetown,5,0,0.0,0.0
Georgetown,6,0,0.0,0.0
Georgetown,7,0,0.0,0.0
Georgetown,8,0,0.0,0.0
Georgetown,9,0,0.0,0.0
Georgetown,10,0,0.0,0.0
Georgetown,11,0,0.0,0.0
Georgetown,12,0,0.0,0.0
Georgetown,13,0,0.0,0.0
Georgetown,14,0,0.0,0.0
Georgetown,15,0,0.0,0.0
Georgetown,16,0,0.0,0.0
High Point,1,0,0.0,0.0
High Point,2,0,0.0,0.0
High Point,3,0,0.0,0.0
High Point,4,0,0.0,0.0
High Point,5,0,0.0,0.0
High Point,6,0,0.0,0.0
High Point,7,0,0.0,0.0
High Point,8,0,0.0,0.0
High Point,9,0,0.0,0.0
High Point,10,0,0.0,0.0
High Point,11,0,0.0,0.0
High Point,12,330,0.165,0.21653543307086615
High Point,13,1194,0.597,0.7834645669291339
High Point,14,0,0.0,0.0
High Point,15,0,0.0,0.0
High Point,16,0,0.0,0.0
Oregon,1,0,0.0,0.0
Oregon,2,0,0.0,0.0
Oregon,3,0,0.0,0.0
Oregon,4,0,0.0,0.0
Oregon,5,0,0.0,0.0
Oregon,6,0,0.0,0.0
Oregon,7,0,0.0,0.0
Oregon,8,0,0.0,0.0
Oregon,9,0,0.0,0.0
Oregon,10,0,0.0,0.0
